Verslóritgerðir	nvfn-s	Verslóritgerðir
er	sfg3en	vera
Elísabet	nven-s	Elísabet
B.	as	B.
Þórisdóttir	nven-s	Þórisdóttir
(	(	(
Gerðuberg	nhen-s	Gerðuberg
,	,	,
e.	x	e
d	x	d
)	)	)
.	.	.

Samkvæmt	aþ	samkvæmt
áætlun	nveþ	áætlun
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
eru	sfg3fn	vera
starfsmenn	nkfn	starfsmaður
17	ta	17
í	aþ	í
10,8	ta	10,8
stöðugildum	nhfþ	stöðugildi
.	.	.

Fjárhagsrammi	nken	fjárhagsrammi
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
er	sfg3en	vera
85.752.000	ta	85.752.000
krónur	nvfn	króna
.	.	.

Gestafjöldi	nken	gestafjöldi
er	sfg3en	vera
áætlaður	sþgken	áætla
130.000	ta	130.000
á	aþ	á
árinu	nheþg	ár
og	c	og
þar	aa	þar
af	aa	af
er	sfg3en	vera
gert	sþghen	gera
ráð	nhen	ráð
fyrir	aþ	fyrir
1.400	ta	1.400
skólanemum	nkfþ	skólanemi
í	aþ	í
skipulögðum	lvfþsf	skipulagður
heimsóknum	nvfþ	heimsókn
.	.	.

Fjöldi	nken	fjöldi
viðburða	nkfe	viðburður
verða	sfg3fn	verða
50	ta	50
á	aþ	á
árinu	nheþg	ár
og	c	og
eru	sfg3fn	vera
samstarfsaðilar	nkfn	samstarfsaðili
áætlaðir	sþgkfn	áætla
um	aa	um
75	ta	75
(	(	(
Reykjavíkurborg	nven-s	Reykjavíkurborg
,	,	,
2007	ta	2007
)	)	)
.	.	.

2.4.4	ta	2.4.4
Listasafn	nhen-s	Listasafn
Reykjavíkur	nvee-s	Reykjavík
Listasafn	nhen-s	Listasafn
Reykjavíkur	nvee-s	Reykjavík
er	sfg3en	vera
starfrækt	sþghen	starfrækja
á	aþ	á
þremur	tfkfþ	þrír
stöðum	nkfþ	staður
í	aþ	í
Reykjavík	nveþ-s	Reykjavík
,	,	,
í	aþ	í
Hafnarhúsinu	nheþgs	Hafnarhúsið
,	,	,
á	aþ	á
Kjarvalsstöðum	nkfþ-s	Kjarvalsstaðir
og	c	og
í	aþ	í
Ásmundarsafni	nheþ-s	Ásmundarsafn
.	.	.

Árið	nheog	ár
2006	ta	2006
var	sfg3eþ	vera
mörkuð	sþgven	marka
ný	lvensf	nýr
og	c	og
skýr	lvensf	skýr
stefna	nven	stefna
í	aþ	í
sýningarstarfi	nheþ	sýningarstarf
safnsins	nheeg	safn
og	c	og
var	sfg3eþ	vera
haft	sþghen	hafa
að	aþ	að
leiðarljósi	nheþ	leiðarljós
að	cn	að
gefa	sng	gefa
borgarbúum	nkfþ	borgarbúi
sem	ct	sem
besta	lveose	góður
yfirsýn	nveo	yfirsýn
og	c	og
skilning	nkeo	skilningur
á	aþ	á
víðtækri	lveþsf	víðtækur
list	nveþ	list
samtímans	nkeeg	samtími
,	,	,
erlendri	lveþsf	erlendur
sem	c	sem
innlendri	lveþsf	innlendur
.	.	.

Listasafn	nhen-s	Listasafn
Reykjavíkur	nvee-s	Reykjavík
í	aþ	í
Hafnarhúsinu	nheþgs	Hafnarhúsið
,	,	,
Tryggvagötu	nveþ-s	Tryggvagata
17	ta	17
,	,	,
var	sfg3eþ	vera
opnað	sþghen	opna
í	aþ	í
apríl	nkeþ	apríl
árið	nheog	ár
2000	ta	2000
.	.	.

Þar	aa	þar
eru	sfg3fn	vera
settar	sþgvfn	setja
upp	aa	upp
sýningar	nvfn	sýning
úr	aþ	úr
almennri	lveþsf	almennur
listaverkaeign	nveþ	listaverkaeign
safnsins	nheeg	safn
,	,	,
sýningar	nvfn	sýning
á	aþ	á
verkum	nhfþ	verk
eftir	ao	eftir
íslenska	lkfosf	íslenskur
og	c	og
erlenda	lkfosf	erlendur
listamenn	nkfo	listamaður
auk	ae	auk
þess	fphee	það
sem	c	sem
reglulega	aa	reglulega
eru	sfg3fn	vera
sýningar	nvfn	sýning
á	aþ	á
verkum	nhfþ	verk
Errós	nkee-s	Erró
.	.	.

Kjarvalsstaðir	nkfn-s	Kjarvalsstaðir
voru	sfg3fþ	vera
opnaðir	sþgkfn	opna
árið	nheog	ár
1973	ta	1973
.	.	.

Þar	aa	þar
er	sfg3en	vera
varðveitt	sþgven	varðveita
listaverkaeign	nven	listaverkaeign
Reykjavíkurborgar	nvee-s	Reykjavíkurborg
,	,	,
þar	aa	þar
á	aa	á
meðal	aa	meðal
stórt	lhensf	stór
safn	nhen	safn
verka	nhfe	verk
Jóhannesar	nkee-s	Jóhannes
S.	as	S.
Kjarvals	nkee-s	Kjarval
.	.	.

Á	aþ	á
Kjarvalsstöðum	nkfþ-s	Kjarvalsstaðir
eru	sfg3fn	vera
settar	sþgvfn	setja
upp	aa	upp
sýningar	nvfn	sýning
á	aþ	á
verkum	nhfþ	verk
eftir	ao	eftir
íslenska	lkfosf	íslenskur
og	c	og
erlenda	lkfosf	erlendur
listamenn	nkfo	listamaður
með	ao	með
áherslu	nveo	áhersla
á	ao	á
samtímalist	nveo	samtímalist
.	.	.

Sýningar	nvfn	sýning
á	aþ	á
verkum	nhfþ	verk
eftir	ao	eftir
Kjarval	nkeo-s	Kjarval
eiga	sfg3fn	eiga
sér	fpvfþ	sig
svo	aa	svo
fastan	lkeosf	fastur
sess	nkeo	sess
í	aþ	í
austursal	nkeþ	austursalur
safnsins	nheeg	safn
.	.	.

Ásmundarsafn	nhen-s	Ásmundarsafn
var	sfg3eþ	vera
formlega	aa	formlega
opnað	sþghen	opna
árið	nheog	ár
1983	ta	1983
.	.	.

Húsið	nheng	hús
,	,	,
sem	ct	sem
var	sfg3eþ	vera
heimili	nhen	heimili
og	c	og
vinnustofa	nven	vinnustofa
Ásmundar	nkee-s	Ásmundur
Sveinssonar	nkee-s	Sveinsson
,	,	,
var	sfg3eþ	vera
hannað	sþghen	hanna
og	c	og
byggt	sþghen	byggja
af	aþ	af
honum	fpkeþ	hann
sjálfum	fbkeþ	sjálfur
.	.	.

Ásmundur	nken-s	Ásmundur
ánafnaði	sfg3eþ	ánafna
Reykjavíkurborg	nveþ-s	Reykjavíkurborg
hús	nheo	hús
sitt	feheo	sinn
og	c	og
verk	nhfo	verk
eftir	ao	eftir
sinn	fekeo	sinn
dag	nkeo	dagur
.	.	.

Í	aþ	í
safninu	nheþg	safn
er	sfg3en	vera
árlega	aa	árlega
sett	sþgven	setja
upp	aa	upp
sýning	nven	sýning
á	aþ	á
verkum	nhfþ	verk
listamannsins	nkeeg	listamaður
sem	ct	sem
ætlað	sþghen	ætla
er	sfg3en	vera
að	cn	að
draga	sng	draga
fram	aa	fram
sérstakt	lheosf	sérstakur
sjónarhorn	nheo	sjónarhorn
á	ao	á
listsköpun	nveo	listsköpun
hans	fpkee	hann
(	(	(
Reykjavíkurborg	nven-s	Reykjavíkurborg
,	,	,
e.	x	e
d	x	d
)	)	)
.	.	.

Samkvæmt	aþ	samkvæmt
áætlun	nveþ	áætlun
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
eru	sfg3fn	vera
starfsmenn	nkfn	starfsmaður
Listasafnsins	nheegs	Listasafn
41	ta	41
í	aþ	í
21,6	ta	21,6
stöðugildum	nhfþ	stöðugildi
,	,	,
en	c	en
stór	lkensf	stór
hluti	nken	hluti
starfsmanna	nkfe	starfsmaður
vinnur	sfg3en	vinna
einungis	aa	einungis
í	aþ	í
hlutastörfum	nhfþ	hlutastarf
við	ao	við
sýningahald	nheo	sýningahald
.	.	.

Fjárhagsrammi	nken	fjárhagsrammi
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
er	sfg3en	vera
239.760.000	ta	239.760.000
krónur	nvfn	króna
.	.	.

Gestafjöldi	nken	gestafjöldi
er	sfg3en	vera
áætlaður	sþgken	áætla
155.000	ta	155.000
á	aþ	á
árinu	nheþg	ár
og	c	og
þar	aa	þar
af	aa	af
er	sfg3en	vera
gert	sþghen	gera
ráð	nhen	ráð
fyrir	aþ	fyrir
10.000	ta	10.000
skólanemum	nkfþ	skólanemi
í	aþ	í
skipulögðum	lvfþsf	skipulagður
heimsóknum	nvfþ	heimsókn
.	.	.

Fjöldi	nken	fjöldi
viðburða	nkfe	viðburður
verða	sfg3fn	verða
61	ta	61
á	aþ	á
árinu	nheþg	ár
.	.	.

Fjöldi	nken	fjöldi
listaverka	nhfe	listaverk
í	aþ	í
eigu	nveþ	eiga
safnsins	nheeg	safn
er	sfg3en	vera
13.559	ta	13.559
og	c	og
fjöldi	nken	fjöldi
útilistaverka	nhfe	útilistaverk
í	aþ	í
umsjón	nveþ	umsjón
safnsins	nheeg	safn
er	sfg3en	vera
135	ta	135
.	.	.

Hafþór	nken-s	Hafþór
Yngvason	nken-s	Yngvason
er	sfg3en	vera
forstöðumaður	nken	forstöðumaður
Listasafns	nhee-s	Listasafn
Reykjavíkur	nvee-s	Reykjavík
(	(	(
Reykjavíkurborg	nven-s	Reykjavíkurborg
,	,	,
2007	ta	2007
)	)	)
.	.	.

2.4.5	ta	2.4.5
Ljósmyndasafn	nhen-s	Ljósmyndasafn
Reykjavíkur	nvee-s	Reykjavík
Ljósmyndasafn	nhen-s	Ljósmyndasafn
Reykjavíkur	nvee-s	Reykjavík
var	sfg3eþ	vera
stofnað	sþghen	stofna
árið	nheog	ár
1981	ta	1981
.	.	.

Upprunalega	aa	upprunalega
var	sfg3eþ	vera
það	fphen	það
í	aþ	í
einkaeigu	nveþ	einkaeiga
en	c	en
Reykjavíkurborg	nven-s	Reykjavíkurborg
eignaðist	sfm3eþ	eigna
safnið	nheog	safn
árið	nheog	ár
1987	ta	1987
.	.	.

Ljósmyndasafnið	nheng	ljósmyndasafn
er	sfg3en	vera
eina	lhenvf	einn
sjálfstætt	aa	sjálfstætt
starfandi	lhenof	starfandi
ljósmyndasafnið	nheng	ljósmyndasafn
á	aþ	á
landinu	nheþg	land
.	.	.

Það	fphen	það
var	sfg3eþ	vera
áður	aa	áður
til	ae	til
húsa	nhfe	hús
í	aþ	í
Borgartúni	nheþ-s	Borgartún
1	ta	1
,	,	,
en	c	en
árið	nheog	ár
2000	ta	2000
fluttist	sfm3eþ	flytja
safnið	nheng	safn
í	ao	í
Grófarhús	nheo-s	Grófarhús
og	c	og
deilir	sfg3en	deila
þar	aa	þar
nú	aa	nú
húsnæði	nheþ	húsnæði
með	aþ	með
aðalsafni	nheþ	aðalsafn
Borgarbókasafns	nhee-s	Borgarbókasafn
og	c	og
Borgarskjalasafni	nheþ-s	Borgarskjalasafn
Reykjavíkur	nvee-s	Reykjavík
.	.	.

Ljósmyndasafnið	nheng	ljósmyndasafn
leggur	sfg3en	leggja
áherslu	nveo	áhersla
á	ao	á
að	cn	að
skapa	sng	skapa
fræði-	nheþ	fræðifólk
og	c	og
fagfólki	nheþ	fagfólk
aðstöðu	nveo	aðstaða
og	c	og
tækifæri	nheo	tækifæri
til	ae	til
fjölbreyttra	lvfesf	fjölbreyttur
rannsókna	nvfe	rannsókn
á	aþ	á
ljósmyndun	nveþ	ljósmyndun
og	c	og
þáttum	nkfþ	þáttur
henni	fpveþ	hún
tengdri	lveþsf	tengdur
og	c	og
sinnir	sfg3en	sinna
auk	ae	auk
þess	fphee	það
safnkennslu	nveþ	safnkennsla
fyrir	ao	fyrir
öll	fohfo	allur
skólastigin	nhfog	skólastig
.	.	.

Myndvinnsla	nven	myndvinnsla
er	sfg3en	vera
starfrækt	sþgven	starfrækja
á	aþ	á
safninu	nheþg	safn
og	c	og
annast	sfm3en	anna
safnið	nheng	safn
vinnslu	nveo	vinnsla
á	aþ	á
myndum	nvfþ	mynd
fyrir	ao	fyrir
eigið	lheosf	eiginn
safn	nheo	safn
og	c	og
viðskiptavini	nkfo	viðskiptavinur
.	.	.

Safnið	nheng	safn
veitir	sfg3en	veita
almenningi	nkeþ	almenningur
,	,	,
fyrirtækjum	nhfþ	fyrirtæki
og	c	og
stofnunum	nvfþ	stofnun
Reykjavíkurborgar	nvee-s	Reykjavíkurborg
ráðgjöf	nveo	ráðgjöf
og	c	og
þjónustu	nveo	þjónusta
á	aþ	á
sviði	nheþ	svið
ljósmyndunar	nvee	ljósmyndun
.	.	.

Á	aþ	á
heimasíðu	nveþ	heimasíða
Ljósmyndasafns	nhee-s	Ljósmyndasafn
er	sfg3en	vera
einnig	aa	einnig
aðgangur	nken	aðgangur
að	aþ	að
hinum	fahfþ	hinn
ýmsu	fohfþ	ýmis
ljósmyndasöfnum	nhfþ	ljósmyndasafn
.	.	.

Safnið	nheng	safn
stendur	sfg3en	standa
fyrir	aþ	fyrir
fjölda	nkeþ	fjöldi
innlendra	lvfesf	innlendur
og	c	og
erlendra	lvfesf	erlendur
ljósmyndasýninga	nvfe	ljósmyndasýning
á	aþ	á
hverju	foheþ	hver
ári	nheþ	ár
bæði	c	bæði
eitt	lhensf	einn
og	c	og
sér	lhenof	sér
og	c	og
í	aþ	í
samstarfi	nheþ	samstarf
við	ao	við
önnur	fohfo	annar
söfn	nhfo	safn
og	c	og
fyrirtæki	nhfo	fyrirtæki
(	(	(
Ljósmyndasafn	nhen-s	Ljósmyndasafn
e.d.	as	e.d.
;	;	;
Reykjavíkurborg	nven-s	Reykjavíkurborg
e.d.	as	e.d.
)	)	)
.	.	.

Samkvæmt	aþ	samkvæmt
áætlun	nveþ	áætlun
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
eru	sfg3fn	vera
starfsmenn	nkfn	starfsmaður
Ljósmyndasafnsins	nheegs	Ljósmyndasafn
5	ta	5
í	aþ	í
5	ta	5
stöðugildum	nhfþ	stöðugildi
.	.	.

Fjárhagsrammi	nken	fjárhagsrammi
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
er	sfg3en	vera
31.532.000	ta	31.532.000
krónur	nvfn	króna
.	.	.

Gestafjöldi	nken	gestafjöldi
er	sfg3en	vera
áætlaður	sþgken	áætla
25.000	ta	25.000
manns	nkee	maður
á	aþ	á
árinu	nheþg	ár
og	c	og
þar	aa	þar
af	aa	af
er	sfg3en	vera
gert	sþghen	gera
ráð	nhen	ráð
fyrir	aþ	fyrir
1.000	ta	1.000
skólanemum	nkfþ	skólanemi
í	aþ	í
skipulögðum	lvfþsf	skipulagður
heimsóknum	nvfþ	heimsókn
.	.	.

Fjöldi	nken	fjöldi
viðburða	nkfe	viðburður
verða	sfg3fn	verða
16	ta	16
á	aþ	á
árinu	nheþg	ár
.	.	.

Forstöðumaður	nken	forstöðumaður
Ljósmyndasafnsins	nheegs	Ljósmyndasafn
er	sfg3en	vera
María	nven-s	María
Karen	nven-s	Karen
Sigurðardóttir	nven-s	Sigurðardóttir
(	(	(
Reykjavíkurborg	nven-s	Reykjavíkurborg
,	,	,
2007	ta	2007
)	)	)
.	.	.

2.4.6	ta	2.4.6
Minjasafn	nhen-s	Minjasafn
Reykjavíkur	nvee-s	Reykjavík
Árið	nheog	ár
1954	ta	1954
var	sfg3eþ	vera
Skjala-	nhen-s	skjalasafn
og	c	og
minjasafn	nhen	minjasafn
Reykjavíkur	nvee-s	Reykjavík
formlega	aa	formlega
stofnað	sþghen	stofna
og	c	og
fékk	sfg3eþ	fá
það	fphen	það
húsnæði	nheo	húsnæði
að	aþ	að
Skúlatúni	nheþ-s	Skúlatún
2	ta	2
.	.	.

Árið	nheog	ár
1957	ta	1957
samþykkti	sfg3eþ	samþykkja
bæjarráð	nhen	bæjarráð
að	c	að
á	aþ	á
jörðinni	nveþg	jörð
Árbæ	nkeþ-s	Árbær
,	,	,
sem	ct	sem
lengi	aa	lengi
hafði	sfg3eþ	hafa
verið	ssg	vera
áningarstaður	nken	áningarstaður
fólks	nhee	fólk
á	aþ	á
leið	nveþ	leið
til	aa	til
og	c	og
frá	aþ	frá
Reykjavík	nveþ-s	Reykjavík
og	c	og
sem	ct	sem
komin	sþgven	koma
var	sfg3eþ	vera
í	ao	í
eyði	nheo	eyði
,	,	,
skyldi	svg3eþ	skulu
búinn	sþgken	búa
til	aa	til
almenningsgarður	nken	almenningsgarður
og	c	og
þar	aa	þar
yrði	svg3eþ	verða
komið	sþghen	koma
upp	aa	upp
safni	nheþ	safn
gamalla	lhfesf	gamall
húsa	nhfe	hús
sem	ct	sem
hefðu	svg3fþ	hafa
menningarsögulegt	lheosf	menningarsögulegur
gildi	nheo	gildi
.	.	.

Safnið	nheng	safn
var	sfg3eþ	vera
opnað	sþghen	opna
sama	fbheo	sami
ár	nheo	ár
.	.	.

Fyrsta	lhenve	fyrstur
verkefni	nhen	verkefni
hins	ghee	hinn
nýstofnaða	lheevf	nýstofnaður
safns	nhee	safn
var	sfg3eþ	vera
að	cn	að
endurbyggja	sng	endurbyggja
Árbæinn	nkeogs	Árbær
og	c	og
síðan	aa	síðan
var	sfg3eþ	vera
byrjað	sþghen	byrja
á	aþ	á
að	cn	að
flytja	sng	flytja
gömul	lhfosf	gamall
hús	nhfo	hús
úr	aþ	úr
Reykjavík	nveþ-s	Reykjavík
á	ao	á
safnið	nheog	safn
og	c	og
endurbyggja	sng	endurbyggja
þau	fphfo	það
.	.	.

Árið	nheog	ár
1968	ta	1968
voru	sfg3fþ	vera
þessi	fahfn	þessi
tvö	tfhfn	tveir
söfn	nhfn	safn
svo	aa	svo
sameinuð	sþghfn	sameina
í	ao	í
það	faheo	sá
sem	ct	sem
nú	aa	nú
er	sfg3en	vera
Minjasafn	nhen-s	Minjasafn
Reykjavíkur	nvee-s	Reykjavík
.	.	.

Hlutverk	nhen	hlutverk
Minjasafnsins	nheegs	Minjasafn
felst	sfm3en	fela
í	aþ	í
rannsóknum	nvfþ	rannsókn
á	aþ	á
sögu	nveþ	saga
borgarinnar	nveeg	borg
og	c	og
minjavörslu	nveþ	minjavarsla
.	.	.

Það	fphen	það
hefur	sfg3en	hafa
umsjón	nveo	umsjón
og	c	og
eftirlit	nheo	eftirlit
með	aþ	með
menningarminjum	nvfþ	menningarminjar
í	aþ	í
landi	nheþ	land
Reykjavíkur	nvee-s	Reykjavík
ásamt	aþ	ásamt
skráningu	nveþ	skráning
og	c	og
eftirliti	nheþ	eftirlit
fornleifa	nvfe	fornleif
og	c	og
gamalla	lvfesf	gamall
bygginga	nvfe	bygging
.	.	.

Starfsemi	nven	starfsemi
Minjasafnsins	nheegs	Minjasafn
er	sfg3en	vera
fjölbreytt	lvensf	fjölbreyttur
.	.	.

Í	aþ	í
Árbæjarsafni	nheþ-s	Árbæjarsafn
,	,	,
sem	ct	sem
er	sfg3en	vera
útisafn	nhen	útisafn
,	,	,
er	sfg3en	vera
leitast	sþmhen	leita
við	ao	við
að	cn	að
gefa	sng	gefa
hugmynd	nveo	hugmynd
um	ao	um
byggingalist	nveo	byggingalist
og	c	og
lifnaðarhætti	nkfo	lifnaðarháttur
í	aþ	í
Reykjavík	nveþ-s	Reykjavík
.	.	.

Auk	ae	auk
þess	fphee	það
er	sfg3en	vera
boðið	sþghen	bjóða
upp	aa	upp
á	ao	á
fjölda	nkeo	fjöldi
sýninga	nvfe	sýning
og	c	og
viðburða	nkfe	viðburður
sem	ct	sem
tengjast	sfm3fn	tengja
einstökum	lkfþsf	einstakur
þáttum	nkfþ	þáttur
í	aþ	í
sögu	nveþ	saga
Reykjavíkurborgar	nvee-s	Reykjavíkurborg
.	.	.

Þar	aa	þar
er	sfg3en	vera
einnig	aa	einnig
rekin	sþgven	reka
veitingasala	nven	veitingasala
,	,	,
minjagripaverslun	nven	minjagripaverslun
og	c	og
á	ao	á
sumrin	nhfog	sumar
er	sfg3en	vera
dagleg	lvensf	daglegur
leiðsögn	nven	leiðsögn
um	ao	um
safnið	nheog	safn
.	.	.

Landnámssýningin	nveng	landnámssýning
Reykjavík	nven-s	Reykjavík
871±2	ta	871±2
er	sfg3en	vera
einnig	aa	einnig
í	aþ	í
umsjón	nveþ	umsjón
Minjasafnsins	nheegs	Minjasafn
.	.	.

Sýningin	nveng	sýning
er	sfg3en	vera
í	aþ	í
Aðalstræti	nheþ-s	Aðalstræti
16	ta	16
og	c	og
var	sfg3eþ	vera
opnuð	sþgven	opna
í	aþ	í
maí	nkeþ	maí
árið	nheog	ár
2006	ta	2006
.	.	.

Þegar	c	þegar
grafið	sþghen	grafa
var	sfg3eþ	vera
fyrir	aþ	fyrir
nýju	lheþsf	nýr
húsi	nheþ	hús
á	aþ	á
horni	nheþ	horn
Aðalstrætis	nhee-s	Aðalstræti
og	c	og
Túngötu	nvee-s	Túngata
fannst	sfm3eþ	finna
skálarúst	nven	skálarúst
frá	aþ	frá
10.	ta	10.
öld	nveþ	öld
og	c	og
myndar	sfg3en	mynda
hún	fpven	hún
nú	aa	nú
miðpunkt	nkeo	miðpunktur
sýningarinnar	nveeg	sýning
(	(	(
Minjasafn	nhen-s	Minjasafn
Reykjavíkur	nvee-s	Reykjavík
,	,	,
e.d.	as	e.d.
)	)	)
.	.	.

Samkvæmt	aþ	samkvæmt
áætlun	nveþ	áætlun
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
eru	sfg3fn	vera
starfsmenn	nkfn	starfsmaður
Minjasafnsins	nheegs	Minjasafn
35	ta	35
í	aþ	í
15,9	ta	15,9
stöðugildum	nhfþ	stöðugildi
.	.	.

Fjárhagsrammi	nken	fjárhagsrammi
fyrir	ao	fyrir
árið	nheog	ár
2007	ta	2007
er	sfg3en	vera
109.915.000	ta	109.915.000
krónur	nvfn	króna
.	.	.

Gestafjöldi	nken	gestafjöldi
er	sfg3en	vera
áætlaður	sþgken	áætla
70.000	ta	70.000
manns	nkee	maður
á	aþ	á
árinu	nheþg	ár
og	c	og
þar	aa	þar
af	aa	af
er	sfg3en	vera
gert	sþghen	gera
ráð	nhen	ráð
fyrir	aþ	fyrir
12.000	ta	12.000
skólanemum	nkfþ	skólanemi
í	aþ	í
skipulögðum	lvfþsf	skipulagður
heimsóknum	nvfþ	heimsókn
.	.	.

Fjöldi	nken	fjöldi
viðburða	nkfe	viðburður
verða	sfg3fn	verða
50	ta	50
og	c	og
fjöldi	nken	fjöldi
útgáfuverka	nhfe	útgáfuverk
10	ta	10
.	.	.

Starfsmannafjöldi	nken	starfsmannafjöldi
Landnámssýningarinnar	nveegs	landnámssýning
er	sfg3en	vera
5	ta	5
í	aþ	í
2,75	ta	2,75
stöðugildum	nhfþ	stöðugildi
.	.	.

Fjárhagsrammi	nken	fjárhagsrammi
sýningarinnar	nveeg	sýning
er	sfg3en	vera
49.501.000	ta	49.501.000
.	.	.

Borgarminjavörður	nken	borgarminjavörður
,	,	,
Guðný	nven-s	Guðný
Gerður	nven-s	Gerður
Gunnarsdóttir	nven-s	Gunnarsdóttir
,	,	,
veitir	sfg3en	veita
Minjasafni	nheþ-s	Minjasafn
Reykjavíkur	nvee-s	Reykjavík
forstöðu	nveo	forstaða
(	(	(
Reykjavíkurborg	nven-s	Reykjavíkurborg
,	,	,
2007	ta	2007
)	)	)
.	.	.

Þriðji	lkenvf	þriðji
kafli	nken	kafli
-	-	-
Leiðin	nveng	leið
til	ae	til
Swann	e	Swann
3.1.	ta	3.1.

Hinn	gken	hinn
andvaka	lkenof	andvaka
sögumaður	nken	sögumaður
Þórbergur	nken-s	Þórbergur
og	c	og
Proust	e	Proust
eiga	sfg3fn	eiga
margt	aa	margt
sameiginlegt	lheosf	sameiginlegur
í	aþ	í
aðferðafræði	nveþ	aðferðafræði
sinni	feveþ	sinn
,	,	,
t.d.	as	t.d.
á	sfg3en	eiga
þessi	faven	þessi
setning	nven	setning
úr	aþ	úr
Bréfi	nheþ-s	Bréf
til	ae	til
Láru	nvee-s	Lára
vel	aa	vel
við	ao	við
þá	fpkfo	hann
báða	fokfo	báðir
:	:	:
«	«	«
Örlítið	lhensf	örlítill
brot	nhen	brot
úr	aþ	úr
æfisögu	nveþ	æfisaga
manns	nkee	maður
,	,	,
húss	nhee	hús
,	,	,
bæjar	nkee	bær
,	,	,
þorps	nhee	þorp
,	,	,
sveitar	nvee	sveit
,	,	,
getur	sfg3en	geta
verið	ssg	vera
ódauðlegt	lhensf	ódauðlegur
listaverk	nhen	listaverk
,	,	,
ef	c	ef
sá	faken	sá
segir	sfg3en	segja
,	,	,
sem	ct	sem
kann	sfg3en	kunna
með	ao	með
sögur	nvfo	saga
að	cn	að
fara	sng	fara
.	.	.
»	»	»

Í	aþ	í
Leiðinni	nveþgs	leið
til	ae	til
Swann	e	Swann
stillir	sfg3en	stilla
Proust	e	Proust
fókusinn	nkeog	fókus
þröngt	aa	þröngt
á	ao	á
ýmis	fohfo	ýmis
smáatriði	nhfo	smáatriði
,	,	,
svo	aa	svo
sem	c	sem
sögu	nveo	saga
manns	nkee	maður
,	,	,
húss	nhee	hús
og	c	og
bæjar	nkee	bær
,	,	,
og	c	og
þenur	sfg3en	þenja
út	aa	út
í	ao	í
yfirstærð	nveo	yfirstærð
.	.	.

Maður	nken	maður
áttar	sfg3en	átta
sig	fpkeo	sig
þess	fphee	það
vegna	ae	vegna
illa	aa	illa
á	aþ	á
stóru	lveþvf	stór
myndinni	nveþg	mynd
;	;	;
um	ao	um
hvað	fsheo	hver
bókin	nveng	bók
raunverulega	aa	raunverulega
fjallar	sfg3en	fjalla
.	.	.

Án	ae	án
þess	fphee	það
að	cn	að
þykjast	snm	þykja
skilja	sng	skilja
hana	fpveo	hún
nákvæmlega	aa	nákvæmlega
ætla	sfg1en	ætla
ég	fp1en	ég
því	aa	því
að	cn	að
hefja	sng	hefja
umfjöllunina	nveog	umfjöllun
á	aþ	á
því	fpheþ	það
að	cn	að
útskýra	sng	útskýra
stóru	lveovf	stór
myndina	nveog	mynd
,	,	,
þ.e.	as	þ.e.
hvernig	aa	hvernig
hún	fpven	hún
er	sfg3en	vera
byggð	sþgven	byggja
upp	aa	upp
.	.	.

Og	c	og
svo	aa	svo
mun	sfg1en	munu
ég	fp1en	ég
þrengja	sng	þrengja
fókusinn	nkeog	fókus
á	ao	á
einn	fokeo	einn
hluta	nkeo	hluti
hennar	fpvee	hún
til	ae	til
að	cn	að
túlka	sng	túlka
í	aþ	í
samhengi	nheþ	samhengi
við	ao	við
Þórberg	nkeo-s	Þórbergur
og	c	og
sjálfsævisögufræðin	nhfog	sjálfsævisögufræði
.	.	.

Ytri	lkenvm	ytri
tími	nken	tími
Leiðarinnar	nveegs	Leið
til	ae	til
Swann	e	Swann
er	sfg3en	vera
ein	tfven	einn
nótt	nven	nótt
.	.	.

Sögumaðurinn	nkeng	sögumaður
sofnar	sfg3en	sofna
út	aa	út
frá	aþ	frá
bók	nveþ	bók
kvöldið	nheog	kvöld
áður	aa	áður
og	c	og
vaknar	sfg3en	vakna
á	aþ	á
miðnætti	nheþ	miðnætti
.	.	.

Eftir	ao	eftir
það	fpheo	það
liggur	sfg3en	liggja
hann	fpken	hann
andvaka	lkenof	andvaka
til	ae	til
morguns	nkee	morgunn
og	c	og
á	aa	á
meðan	c	meðan
rifjar	sfg3en	rifja
hann	fpken	hann
upp	aa	upp
æsku	nveo	æska
sína	feveo	sinn
.	.	.

En	c	en
þetta	fahen	þessi
er	sfg3en	vera
ekki	aa	ekki
ein	foven	einn
ákveðin	lvensf	ákveðinn
nótt	nven	nótt
heldur	c	heldur
margar	lvfnsf	margur
svipaðar	lvfnsf	svipaður
.	.	.

Hann	fpken	hann
segir	sfg3en	segja
:	:	:

Staðan	nveng	staða
er	sfg3en	vera
þessi	faven	þessi
:	:	:
sögumaðurinn	nkeng	sögumaður
er	sfg3en	vera
að	cn	að
segja	sng	segja
frá	aþ	frá
því	fpheþ	það
að	c	að
hann	fpken	hann
liggi	svg3en	liggja
oft	aa	oft
andvaka	lkenof	andvaka
